feature,importance,target,horizon,model,product,vol_gate_q
microprice_dev_lag5,0.0,fwd_ret,50,lgbm,PEBBLES_M,5
obi_l3_lag20,0.0,fwd_ret,50,lgbm,PEBBLES_M,5
fam_mean_obi_l1_lag5,0.0,fwd_ret,50,lgbm,PEBBLES_M,5
fam_mean_obi_l1_lag20,0.0,fwd_ret,50,lgbm,PEBBLES_M,5
fam_mean_microprice_dev_lag20,0.0,fwd_ret,50,lgbm,PEBBLES_M,5
obi_l1_lag1,139.35632806227332,fwd_ret,100,ridge,PEBBLES_M,5
fam_mean_obi_l1_lag5,136.31600795620787,fwd_ret,100,ridge,PEBBLES_M,5
fam_mean_obi_l1_lag20,88.81997493208203,fwd_ret,100,ridge,PEBBLES_M,5
obi_l3_lag5,79.44370568460424,fwd_ret,100,ridge,PEBBLES_M,5
obi_l1_lag5,72.98055890584351,fwd_ret,100,ridge,PEBBLES_M,5
microprice_dev_lag5,50.864910061510564,fwd_ret,100,ridge,PEBBLES_M,5
microprice_dev_lag1,44.71443988446807,fwd_ret,100,ridge,PEBBLES_M,5
obi_l3_lag20,36.917914888405235,fwd_ret,100,ridge,PEBBLES_M,5
obi_l1_lag20,34.105986704959776,fwd_ret,100,ridge,PEBBLES_M,5
microprice_dev_lag20,30.965638012213713,fwd_ret,100,ridge,PEBBLES_M,5
obi_l3_lag1,30.931534732764447,fwd_ret,100,ridge,PEBBLES_M,5
fam_mean_microprice_dev_lag5,16.05103060239455,fwd_ret,100,ridge,PEBBLES_M,5
fam_mean_microprice_dev_lag20,13.874889481997194,fwd_ret,100,ridge,PEBBLES_M,5
obi_l3_lag50,11.813957729391204,fwd_ret,100,ridge,PEBBLES_M,5
std_500_lag5,9.782670742721674,fwd_ret,100,ridge,PEBBLES_M,5
std_500_lag1,9.778430499294911,fwd_ret,100,ridge,PEBBLES_M,5
microprice_dev_lag50,8.282863550411124,fwd_ret,100,ridge,PEBBLES_M,5
obi_l1_lag50,4.895058266948646,fwd_ret,100,ridge,PEBBLES_M,5
signed_flow_20_lag20,3.25557167989047,fwd_ret,100,ridge,PEBBLES_M,5
signed_flow_20_lag1,2.290075407122513,fwd_ret,100,ridge,PEBBLES_M,5
fam_mean_ret_10_lag20,1.8092206127083417,fwd_ret,100,ridge,PEBBLES_M,5
fam_mean_ret_10_lag5,1.426843955999015,fwd_ret,100,ridge,PEBBLES_M,5
spread_bps_lag50,1.289890682513848,fwd_ret,100,ridge,PEBBLES_M,5
signed_flow_20_lag50,1.124905799733308,fwd_ret,100,ridge,PEBBLES_M,5
std_500_lag50,0.7527962296847176,fwd_ret,100,ridge,PEBBLES_M,5
std_50_lag50,0.5835968592572834,fwd_ret,100,ridge,PEBBLES_M,5
std_500_lag20,0.5192060861160112,fwd_ret,100,ridge,PEBBLES_M,5
spread_bps_lag20,0.4085520091175764,fwd_ret,100,ridge,PEBBLES_M,5
spread_bps_lag5,0.2856877275023621,fwd_ret,100,ridge,PEBBLES_M,5
std_50_lag20,0.2515855155168292,fwd_ret,100,ridge,PEBBLES_M,5
spread_bps_lag1,0.23704564703587472,fwd_ret,100,ridge,PEBBLES_M,5
std_50_lag5,0.17507234722198625,fwd_ret,100,ridge,PEBBLES_M,5
vwap_dev_lag50,0.08170814798879267,fwd_ret,100,ridge,PEBBLES_M,5
vwap_dev_lag1,0.08071925094097135,fwd_ret,100,ridge,PEBBLES_M,5
std_50_lag1,0.05897036143702043,fwd_ret,100,ridge,PEBBLES_M,5
ret_1_lag1,0.057124691148910896,fwd_ret,100,ridge,PEBBLES_M,5
ret_10_lag1,0.055235761175925636,fwd_ret,100,ridge,PEBBLES_M,5
ret_10_lag5,0.04498928035634533,fwd_ret,100,ridge,PEBBLES_M,5
ret_10_lag20,0.027489320949071187,fwd_ret,100,ridge,PEBBLES_M,5
vwap_dev_lag20,0.025228047122413666,fwd_ret,100,ridge,PEBBLES_M,5
ret_1_lag50,0.023987070056779195,fwd_ret,100,ridge,PEBBLES_M,5
signed_flow_20_lag5,0.02094913186385878,fwd_ret,100,ridge,PEBBLES_M,5
ret_1_lag5,0.019018989612120757,fwd_ret,100,ridge,PEBBLES_M,5
vwap_dev_lag5,0.01322976653135304,fwd_ret,100,ridge,PEBBLES_M,5
ret_10_lag50,0.00972579937234632,fwd_ret,100,ridge,PEBBLES_M,5
ret_1_lag20,0.007101870965094102,fwd_ret,100,ridge,PEBBLES_M,5
